Name,Homeworld,Born,Died,Species,Gender,Height,Mass,Hair color,Eye color,Skin color,Cybernetics,Affiliation(s),Masters,Apprentices
Marko  (ensign),,,,Human[1],Male[1],,,,,Fair[1],,Republic Army[1]Search and Rescue Squad 204[1],,
Marko  (Human),,,,Human[1],Male[1],,,,,,,Thaereian military[1],,
Crysta Markon,,,"c. 3637 BBY,[1] Rishi",Human,Female,,,Red,Green,Light,,Sith Empire,,
Thera Markon,,,,Human[1],Female[1],,,Red[1],Blue[1],Light[1],,,,
Markona,Hubin[1],,During the skirmish on Hubin[2],Human[3],Male[3],,,Black[3],Gray[3],Tan[3],,Clan Markona[3]Alliance to Restore the Republic[2],,
Tula Markona,Hubin[1],,,Human[1],Female[1],,,Black[1],Gray[1],Dark[1],,Clan Markona[1]Alliance to Restore the Republic[2],,
Madd Markos,,,,Human,Male,,,,,,,,,
Selwin Markota,,,,Human,Male,,,,,,,Galactic Federation of Free Alliances,,
Len Markus,,,,Human,Male,Just under two meters[1],,Light blond,Dark[2],,,Nirama's criminal organizationSmugglers' ConfederationBelievers,,
Marl,Taris[1],,,Human[1],Male[1],,,Gray[1],Gray[1],Light[1],,Taris dueling ring[1],,
Dagga Marl,,,,Human[1],Female[1],,,Black[1],Cobalt-blue[1],,,Ylesian Republic[1]Peace Brigade[1],,
Marla,,,,Human[1],Female[1],,,Brown (purple eyebrows)[1],Dark green[1],Tan[1],,,,
Marmor,Corellia[1],,,Human (Corellian)[1],Male[1],,,Dark[1],,Fair[1],,Galactic Empire[2]Alliance to Restore the Republic[1],,
Marn,,,"3642 BBY, Taris",Human[1],Female,,,,,,,,,
Marquand,Kessel,,,Human,Male,1.74 meters[1],75 kilograms[1],Brown,,Fair[2],,Galactic Empire[2]Imperial ArmyTempest Force,,
Brezzic Marr,,,,Human[1],Male[1],,,,,,,Galactic Empire[1]Stormtrooper Corps[1]105th Stormtrooper Platoon[1],,
Darth Marr,,3702 BBY[1],"c. 3636 BBY,[2] Zakuul[3]",Human[4],Male[5],,,,,,,Sith Empire[5]Dark Council[5]Sphere of Defense of the Empire[1]Sphere of Military Strategy[1]Sphere of Military Offense[1]Yavin Coalition[6],,Talos Drellik's brother[7]Darth Lachris[8]
Lady Marri,Adumar,,,Human,Female,,,,,,,,,
Jelph Marrian,Toprawa[1],After 3996 BBY[2],,Human[1],Male[1],,,Blond[1],Hazel[1],,,Jedi Order[1]Jedi Covenant[1],,
Marric,Balmorra,,,Human,Male,,,Brown,Green,Light,,Balmorran resistanceSith Empire (secretly),,
Janos Marsh,,,,Human,Male,,,,,,,"Tapani sector, House Melantha",,
Marshak,Corellia,,,Human,Male,,,Dark (Beard),,Light,,,,
Marshall,,,,Human,Male,,,Blond,Blue,Light,,Galactic RepublicRepublic ArmyEighty-first Infantry,,
Marshian,,,,Human,Male,,,,,,,Imperial Remnant,,
Marska,,,,Human[1],Female[1],,,,,,,Galactic Empire[1],,
Camie Marstrap,Tatooine[1],,,Human[1],Female[1],,,Brown[1],Blue[1],Fair[1],,,,
Martaff,,,,Human,Male,,,,,,,New RepublicNew Republic Defense Fleet,,
Tierce Martano,,,,Human[1],Male[1],,,Black[1],Gray[1],,,,,
Rafa Martez,Coruscant[1],,,Human[2],Female[2],"1.68 meters (5 ft, 6 in)[1]",,Brown[2],Brown[2],Tan[2],,Martez family[2],,
Trace Martez,Coruscant[1],,,Human[2],Female[2],"1.66 meters (5 ft, 5 in)[1]",,Brown[2],Brown[2],Tan[2],,Martez family[2],,
Kippy Martin,Naboo[1],,,Human[1],Female[1],,,Blonde[1],Blue[1],Fair[1],,Stonewall Labs[1],,
Martos,,,,Human[1],Male[1],,,,Dark Brown[1],Dark[1],,Sith Empire[1]Imperial Military[1],,
Aztin Maru,,,"1 ABY,[1] Rori[2]",Human[2],Male[2],,,Brown[2],Green[2],Fair[2],,Vladlun's gang[2],,
Crian Maru,,,"1000 BBY, Balowa",Human,Female,,,,,,,Jedi OrderGalactic Republic,,Dree Vandap
Jai Maruk,Druckenwell[1],,"19 BBY, Phindar Spaceport[2]",Human (Druckenwellian)[1],Male[1],,,Brown[3],,Fair[3],,Jedi Order[1]Galactic Republic[1]Grand Army of the Republic[1],,Tallisibeth Enwandung-Esterhazy[1]
Sedni Maruk,,,,Human[1],Male[1],,,Black[1],Brown[1],Fair[1],,Jedi Order[1]Galactic Republic[1],,
Marutz  (Human),,,,Human,Male,,,Brown,,,,Alliance to Restore the Republic,,
Marxa,,,,Human[1],Male[1],,,Black[1],Blue[1],Dark[1],,Imperial Intelligence[1],,
Mary,Solay,,"4 ABY (39:3 GrS), Solay",Human,Female,,,Blonde,Blue,,,,,
Masago,,,,Human[1],Female[1],,,Blonde[1],Red[1],Brown[1],,Sith[1],,Tsubaki[1]
Tyrnia Masak,Nar Shaddaa[1],,,Human[1],Female[1],Over 1.6 meters[1],,Brown[1],Blue[1],Fair[1],,,Unidentified fighting master (Informal Force training)[1],
Trayca Masani,,,,Human[1],Female[1],,,Black[1],Brown[1],Dark[1],,Galactic Republic[1]Republic Army[1],,
Masax,,,,Human[1],Male[1],,,,Brown[1],Tan[1],,,,
Masha,,,,Human[1],Male[1],,,Black[1],Yellow[1],Tan[1],,Sith Empire[1]Yavin Coalition[1],,
Mashallon,,,"3643 BBY, Balmorra[1]",Human[1],Female[1],,,Black[1],Blue[1],Brown[1],,Jedi Order[1]Galactic Republic[1],,
Denn Maskar,,,Between 3 ABY and 4 ABY[1],Human[2],,,,,,,,Galactic Empire[3]Imperial Navy's officer corps[3]204th Imperial Fighter Wing[3],,
Masken,,,"3642 BBY, Darth Vengean's flagship near Quesh",Human,Male,,,,Brown,Tan,,Sith Empire,,
Masla  (Human),,,Sometime prior to 0 BBY,Human,Female,,,Blond,Blue,,,,,
Peera Maso,,,,Human[1],Female[1],,,Dark[1],Blue[1],Fair[1],,First Order[1]First Order military[1],,
Roth-Del Masona,,,"19 BBY, Coruscant[1]",Human[2],Male[2],,,Black (graying),Brown,Brown,,Galactic Republic[2]Jedi Order[2],,
Tralie Masoon,,,,Human,Female,,,Black,Hazel,,,The Hyland Organization for Rakghoul Neutralization,,
Enara Massar,Kesh,,"44 ABY, Coruscant",Human,Female,,,Red,,,,Lost Tribe of Sith,,
Massey,,,"3642 BBY, Dorin's Sky[1]",Human[1],Male[1],,,Dark[1],Blue[1],Fair[1],,Republic Army[1]Storm Squad[1],,
Massimo,,,"11 ABY, Xo",Human,Male,,,Blond,Blue,Light,Prosthetic arm,New Republic,,
Burdek Masst,,,,,,,,,,,,,,
Nofft Masst,Seregar,,,Human,Male,,,,,,,,,
Ordrin Masst,Seregar,,,Human,Male,,,,,,,,,
Master Codebreaker,,,,Human[1],Male[1],,,Black[1],,Light[1],,,,
Master Machinesmith,Drexel[1],,,Human[1],Male[1],,,Brown[1],Brown[1],Light[1],,Ship-dwellers[1],,
Master of Ceremonies,,,,Human[1],Male[1],,,"White, originally brown[1]",Brown[1],Fair[1],,Life Day Revelers[1],,
Master of Questions,,,,Human,Female,,,Red,Blue,Fair,,,,
Taska Mastigar,Coruscant[1],,,Human[1],Female[1],,,,,,,,,
Cass Maston,Demar[1],,,Human[1],Male[1],,,,,,,Galactic Empire[1]Imperial Security Bureau[1],,
Droaitas Mastowsh,,,,Human[1],Female[1],,,,Blue[1],Light[1],,,,
Ahlan Matale,,,,Human,Male,,,Gray (balding),Brown,Fair,,Matale family,,
Shen Matale,Dantooine,,,Human,Male,,,Black,Brown,Fair,,Matale family,,
Eru Matalis,Eriadu,,"33 BBY, Eriadu",Human,Male,,,,,,,Eriadu Free HoloDailyNebula Front,,
Bosbit Matarcher,Delemede[1],247 BBY[1],,Human[1],Male[1],,,Brown[1],Blue[1],Fair[1],,,,
Matare  (Human),,,,Human[1],Male[1],,,Black[1],Brown[1],Dark[1],,Jedi Order[1]Galactic Republic[1],Kaldona[1],
Matese,Coruscant[1],,18 BBY[source?],Human[1],Male[1],,,,,,Prosthetic eye[1],Galactic Republic[1]Judicial Forces[1]Republic Intelligence[1]Galactic Empire (secretly)[1],,
Mathal,,,"20 BBY, MedStar Nineteen over Drongar",Human,Male,,,,,,,Black Sun,,
Matham,,,,Human,Male,,,,,,,Galactic EmpireStormtrooper CorpsZsinj's Empire,,
Mathey,,,1 BBY[1],Human[1],Male[1],,,,,,,Allehander Pso[1],,
Mathin,,,,Human,Male,,,,Green,Tan,,Galactic RepublicRepublic Army,,
Radlee Mathiss,Talus,,,Human,Male,,,,,,,,,
Mathus,Tatooine[1],,,Human[1],Male[1],,,,Brown[1],Dark[1],Custom shock gloves[1],,,
Rigard Matl,,,,Human,Male,,,,,,,Galactic Empire (formerly)New Jedi OrderNew Republic,,
Matreyden,,,,Human,Female,,,Grey,Green,Light,,Sith Empire,,
Quorl Matrin,,,"0 ABY, Stenos[1]",Human[2],Male[2],,,Black[2],,,,Galactic Empire[2]Imperial Senate[2],,
Marilena Pet-and-Ella Alda Mattea,,,,Human[1],,,,Brown[1],Blue[1],Light[1],,Freemarch[1],,
Ty Matthews,,,,Human,Male,,,,,,,Alliance to Restore the RepublicAlliance of Free Planets,,
Tev Matthews,,,Before 4 BBY,Human,Male,,,,,,,Alliance to Restore the Republic,,
Mart Mattin,Mykapo[1],,,Human[1],Male[1],,,Black[1],Brown[1],Light[1],,Mykapo insurgents[2]Phoenix Cell[1]Iron Squadron[1]Alliance to Restore the Republic[3]Phoenix Squadron[3]Starlight Squadron[4],,
Lycus Mattle,,,,Human,Male,,,Gray,Brown,Tan,,Sith EmpireImperial Intelligence,,
Matwe,Coruscant[1],,,Human[1],Male[1],,,Dark[1],,Fair,,Pyke Syndicate[1],,
Maulkiller,Kamino[1],,,Human[1]/Dathomirian[2] Zabrak Hybrid clone[1],Male[1],,,None[1],Gold[1],Silver with black tattoos[1],,Order of the Sith Lords[1]Galactic Empire[1],Darth Vader[1],
Dovin Maur,Lazerian IV[1],,,Human[1],Male[1],,,,,,,,,
Maureen,,,,Human,Females,,,Blonde,,,,,,
Mavel,,,,Human[1],,,,,,,,,,
Mavin,,,"Between 0 ABY and 3 ABY, the Hellhoop[1]",Human[1],Male[1],,,Black[1],,,,Five[1],,
Mavis,,,,Human,Female,,,,,,,,,
Mavron,,,,Human,Male,,,,,,,Galactic Empire,,
Osira Mavron,,,,Human,Female,,,,,,,Galactic Empire (formerly)Imperial Army (formerly)Alliance to Restore the RepublicAlliance Special Forces,,
Mawat,Melida/Daan[1],,,Human[1],Male[1],,,,,,,The Young[1]Scavenger Young[1],,
Max  (Alderaanian),Alderaan[1],,,Human (Alderaanian)[1],Male[1],,,Black[1],Dark[1],Dark[1],,Galactic Empire[1]Stormtrooper Corps[1],,
Max Rebo's human fan,Jakku[1],,,Human[2],,,,,,Light[1],,,,
Moda Maxa,Eshan[1],,"10 BBY,[2] Vandor[3]",Human[4],Female[1],,,,,,,Maxa sisters[4]Cloud-Riders[3],,
Tayshin Maxa,Eshan[1],,,Human[2],Female[1],,,Light red[3],,Tan[3],,Maxa sisters[2]Cloud-Riders[4],,
Maxhagan,,,,Human[1],Male[1],,,,,,,Gangster[1],,
Maxim,,,,Human,Male,,,,,,,Galactic RepublicGalactic Senate,,
Maxim  (Rebel),,,,Human[1],Male[1],,,Blond[1],Blue[1],Light[1],,Alliance to Restore the Republic[1]Alliance Army[1],,
Maxiti,,,,,,,,,,,,,,
Phoggus Maxx,Entralla,,,Human,Male,,,,,,,,,
Thalia May,,,,Human,Female,,,Black,Gray,Dark,,Sith Empire (formerly),,
Maya,Alderaan,,,Human,Female,,,,,,,Alderaanian SecurityAlderaanian Resistance,,
Desto Mayda,Garos IV,,,Human,Male,,,,,,,Committee of Seven for Garosian Unification,,
Jos Mayda,Garos IV,,"6 BBY, Garos IV",Human,Male,,,,,White,,,,
Mayfari,,,,Human,Male,,,,Yellow,Dark,,Sith Empire,,
Migs Mayfeld,,,,Human[1],Male[1],1.78 meters (5ft 10in)[2],,Red (beard)[1],Blue[1],Light[1],,Galactic Empire[1]Valin Hess's division[3]Ranzar Malk's crew[1],,
Todra Mayn,Commenor,,,Human,Female,,,,,,,New RepublicPolearm SquadronGalactic Federation of Free Alliances,,
Vinya Maysor,,,,Human[1],Female[1],,,Brown[1],Blue[1],,,Corporate Sector Authority[1],,
Mazi,Alderaan[1],,,Human (Alderaanian)[1],Male[1],,,,,,,Alliance to Restore the Republic[1],,
Harriet Mazoon,,,"Before 1 ABY, Naboo[1]",Human[1],Female[1],,,,,,,,,
Mazzi,Jabiim[1],,,Human (Jabiimi)[1],Male[1],,,,,,,Confederacy of Independent Systems[1]Jabiimi Nationalists[1]Nationalist Army[1]Nimbus commandos[1]Galactic Empire[1],,
MB-223,,,,Human[1],Male[2],,,,,,,Galactic Empire[2]Stormtrooper Corps[2]Lothal garrison[2],,
Jade McDonagh,,,"1 ABY,[1] Corellia[2]",Human[2],Female[2],,,Reddish-brown[2],Brown[2],Fair[2],,Chirq Council[2],,
Opun Mcgrrrr,Corellia,,,Human,Male,,,,,,,Black Hole Gang,,
Miggs McKane,,,,Human[1],Male[1],,,,,,,,,
Drub McKumb,Belsavis,,,Human,Male,,,,Blue,,,Smuggler,,
Pharl McQuarrie,Ralltiir[1],,,Human[2],Male[1],,,White[3],Green[3],Fair[3],,Alliance to Restore the Republic[4]Alliance Army[4],,
Firith Me,,,,Human,Male,,,Black,Brown,Dark tanned,,,,
Jessica Meade,Tyne's Horky,,,Human,Female,,,Black,Brown,Dark,,,,
Ishale Meahonon,,,"Between 0 ABY and 3 ABY, Handree, en route to Miser[1]",Human[1],Female[1],1.8 meters[1],,Red[1],,,,Galactic Empire[1]Imperial Survey Corps[1],,
Meatlump King,Corellia[1],,,Human[1],Male[1],,,Bald (black eyebrows)[1],Gray[1],Fair[1],,Galactic Empire[2]Meatlumps[1],,
Meatlump Queen,,,,Human,Female,,,,,,,Meatlumps,,
Garven Meccamitta,,,,Human,Male,,,,,,,Rhinnal State Medical Academy,,
Sivarra Mecheaux,Dathomir,,,Human,Female,,,Black,Brown,Dark,,Aurilia,,
Mecht,,,"0 BBY, Toprawa",Human,Male,,,,,,,Alliance to Restore the RepublicCorellian Resistance,,
Naq Med,,Between 66–65 BBY (Approximate date)[1],Between 31 ABY–32 ABY[2] Pam'ba[3],Human[3],Male[3],,,"Brown, later gray[3]",,White[3],,Jedi Order[3],,
Achk Med-Beq,,,,Human[1],Male[1],,,Black[1],Brown[1],Dark[1],,,,
Chanya Medaal,Alderaan,,,Human,Female,,,Black,Brown,Dark,,Order of ExterminationHouse of Thul,,
Medechas,,,,Human[1],Male[1],,,Black[1],Brown[1],Fair[1],,Sith Empire[1]Sith Order[1]Special Operations Group Five[1],,
Nico Medina,,,,Human,Male,,,,,,,,,
Markre Medjev,,,,Human[1],Male[1],,,,Dark[2],"""Dark-complected""[3]",,New Jedi Order[1]New Republic[1]Galactic Federation of Free Alliances[2],,
Medle,,,"c. 3643 BBY, Dromund Kaas[1]",Human[1],Male[1],,,Dark[1],Brown[1],Dark[1],,Sith Empire[1]Imperial Army[1]Imperial Intelligence[1],,
Meeba  (Republic Navy),,c. 62 BBY,,Human,Male,,,,,,,Galactic RepublicRepublic Navy,,
Del Meeko,Coruscant[1],Ten years before Iden Versio[2],"c. 34 ABY,[3] Corvus, Pillio[4]",Human[4],Male[2],,,Brown[4],Hazel[2],Light[4],,Galactic Empire[2]Scarif Deployment[2]Imperial Starfighter Corps[2]Inferno Squad[2]Dreamers (as a spy)[2]Alliance to Restore the Republic[4]Danger Squadron (briefly)[4]New Republic[4]Inferno Squad[4],,
Meela,,,,Human,Female,,,,,,,,,
Meerak,Fyodos[1],,,Human[1],Male[1],,,,,,,Roh tribe[1],,
Dedra Meero,,,,Human[1],Female[1],,,Blonde[1],Blue[1],Light[1],,Galactic Empire[1]Imperial Security Bureau[1],,
Meeshal,,,,Human,Male,,,Black,Black,,,Darth Krayt's Galactic EmpireImperial Navy,,
Meex,,,1 ABY,Human,Male,,,,,,,Rebel Alliance,,
Jav Mefran,,,"0 BBY,[1] Scarif[2]",Human[1][2],Male[1][2],,,,,,,Alliance to Restore the Republic[2]4th SpecForce Regiment[1]Rogue One[2],,
Mehlohtt,,,,Human,Male,,,Brown,,,,"Imperial Mining, Ltd.",,
Mei,,,,Human,,,,,Red,Blue,,Sith Empire,,
Mei  (Dark Jedi),,,"19 BBY, Nar Shaddaa[1]",Human[1],Female[1],,,Blonde[1],,,,Jensaarai[1],Sukarr[1]Unidentified cyborg master[1],
Meia,,,,Human,Female,,,Dark brown,Dark brown,Fair,,,,
Meinar,,,,Human[1],Male[1],,,Black[1],Gray[1],Light[1],,Galactic Republic[1]Republic Guard[1],,
Meis,,,,Human,Male,,,,,,,Galactic EmpireImperial Navy,,
Mekedrix,Roon[1],,"Between 20 BBY and 19 BBY, Ando[2]",Human[3],Male[3],,,,,,,Galactic Republic[3]Roon's military defense forces[3]212th Attack Battalion[3]Death Wind[1],,
Mekel,,,,Human,Male,,,Black,Brown,Light,,Sith Empire,Yuthura Ban (Sith master),
Darth Mekhis,,Well before 3681 BBY[1],"3643 BBY, Vesla system[2]",Human[3],Female[4],,,,Yellow,Dark gray,Facial implants,Sith EmpireDark CouncilSphere of Technology[5],,
Hayca Mekket,Mandalore,,,Human,Female,,,,,,,Mandalorians,,
Mekks,,,,Human[1],Male[1],,,Brown[1],Green[1],Fair[1],,,,
Melana,,,,Human,Female,,,Brown,Red,Gray,,Sith EmpireSith Order,,
Melarra,,,,Human,Female,,,Brown,Green,Tan,,,,
Melas  (Human),,,"3643 BBY, Alderaan",Human,Male,,,Black,,Fair,Eyes,House Ulgo,,
Lysennius Melchiro,,,"c. 3643 BBY, Balmorra",Human,Male,,,Black,Brown,Light,,Sith Empire,,
Meldark,,,,Human[1],Male[1],,,,,,,,,
Melee,Tatooine[1],,,Human[2],Female[3],,,Brown[2],Dark[2],Light[2],,,,
Melicoste,,,"c. 3641 BBY, Belsavis[1]",Human[1],Male[1],,,Brown (balding)[1],Brown[1],Tan[1],,Sith Empire[2],Darth Baras[2],
Melikah,,,"3642 BBY, Fortitude",Human,Female,,,Brown,Blue,Fair,,Sith Empire,Kyrus,
Yanus Melikan,Corellia,,,Human,Male,,,,,,,Alliance to Restore the Republic,,
Melindra,,,,Human,Female,,,Black,Brown,Dark,,Sith EmpireImperial Intelligence,,
Shyon Melkans,,,,Human,Female,,,Brown,Blue,Tan,,,,
Melkket,,,c. 21 BBY,Human,Male,,,Blonde,,Fair,,Death Watch,,
Mell  (Human),,,,Human,Female,,,Black,,Dark,,Sith Empire,,
Meller,,,,Human,Male,,,,Blue,Dark,,Sith Empire,,
Mellowyn,Birren[1],,28 ABY[2][1],Human[3],Male[1],,,,,,,Elder Houses[1],,
Dren Melne,Naboo[1],"66 BBY, Naboo[2]","33 BBY, Naboo system",Human[1],Male[1],,,Blond[2],,,,Royal Naboo Security Forces (Formerly)[1]Naboo Royal Space Fighter Corps (Formerly)[1]Bravo Squadron (Formerly)[1]Agamar[1],,
Andur Melor,Zakuul[1],,"3631 BBY, Star Fortress above Voss[1]",Human (Zakuulan)[1],Male[1],,,,,,,Eternal Empire[1]Project Exarch[1],,
Meloria,Corellia[1],,,Human[1],Female[1],,,Brown[1],,Tan[1],,Jedi Order[1]Galactic Republic[1],Meloria's Jedi Master[1],
Ruescott Melshi,,Between 39 BBY and 30 BBY[1],"0 BBY, Scarif[2]",Human[3],Male[3],1.83 meters[4],,Black[3],Brown[3],Light[3],,Unit Five-Two-D[5]Table five[5]Alliance to Restore the Republic[3]Special Forces Trackers Unit[6]Extraction Team Bravo[7]Rogue One[3],,
Jon Melton,,,,Human[1],Male[1],,,Brown[1],Brown[1],Light[1],,Galactic Empire[1]Imperial Officer Corps[1]Crimson Dawn[1],,
Theo Meltsa,,,,Human[1],Male[1],,,Auburn[1],Blue[1],Light[1],,Resistance[1]Resistance Starfighter Corps[1],,
Roly Melusar,Dromund Kaas,,,Human,Male,Tall,,Light brown,,Light,,Galactic Empire501st LegionImperial Commando Special Unit,,
Melvar,Kuat,,"8 ABY, Dathomir",Human,Male,,,Light,,,,Galactic EmpireZsinj's Empire,,
Ariq Melvar,Coruscant,,,Human,Male,,,,,,,Galactic Empire,,
Memily,Alderaan,,,Human,Female,,,,Dark,,,House of Organa,,
Mena,Makeb,,"3638 BBY,[1] Makeb",Human,Female,,,Brown,,Tan,,,,
Raynod Menar,,Corellia[1],"1 ABY,[2] Corellia[1]",Human[1],Male[1],,,Dark gray[1],Black[1],Light[1],,Cave-dwellers[1],,
Mendegar,Deysum III[1],,,Human[1],Female[1],,,Blonde[1],Blue[1],,,,,
Mener,,,,Human[1],Male[1],,,Brown[1],Green[1],Tan[1],,Corellian Security Force[1],,
Menges,,,,,,,,,,,,,,
Menise,Dantooine,,,Human,Female,,,,,,,,,
Obromius Menthaus,,,,Human,Male,,,Grey,Green,Fair,,,,
Tyrus Meori,,,,Human[1],Male[1],,,Brown[1],Brown[1],,,Galactic Empire[1]Imperial Navy's officer corps[1]Mon Cala blockade[1],,
Meorti,,,,Human[1],Female[1],,,Black[1],Brown[1],Dark[1],,Alliance to Restore the Republic[1],,
Alliin Mepou,,,,Human[1],Male[1],,,Pink (brown eyebrows)[1],Green[1],Fair[1],,Meatlumps[1],,
Merak,Alderaan,,,Human,Male,,,,,,,Alliance to Restore the Republic,,
Rondale Merced,Socorro[1],,,Human[1],Male[1],,,,,,,Caelli-Merced Syndicate[1]Black Bha'lir[1],,
Merchant Quarter Guard,Onderon,,,Human,Male,,,Black,Brown,,,Onderon Royalists,,
Mercos,,,,Human[1],Male[1],,,,,Light[1],,Alliance to Restore the Republic[1]Rebel Alliance Special Forces[1],,
Mercy  (slave),Corellia[1],,,Human[1],Female[1],,,,,,,Surat Nuat[1],,
Mereel,,,,Human,Males,,,Gray,Green,White,,Sith Empire,,
Jaster Mereel,Concord Dawn[1],,"52 BBY (17BrS), Korda Six[1]",Human[1],Male[1],,,Black[1],Brown[1],,,Mandalorians[1]Journeyman ProtectorTrue Mandalorians[1],,Jango Fett[1]
Kaiya Merel,,,,Human[1],Female[1],,,Green[1],Green[1],Tan[1],,Meatlumps[1],,
Merglyn,,,"30 BBY, over Kiffex",Human,Female,,,Brown,Blue,Tan,,,,
Liana Merian,Alderaan[1],,,Human (Alderaanian)[1],Female[1],,,Brown[1],Brown[1],Light[1],,Galactic Republic[1]Alderaanian delegation[1],,
Mericci,,,,Human,Male,,,,Green,Tan,,Sith EmpireImperial ArmyEighty-first Infantry Battalion,,
Erland Merich,Socorro[1],,,Human[1],Male[1],,,,,,,Ibhaan'I[1],,
Merion,,,,Human[1],Male[1],,,Light red,,Light,,Sith Empire[1],,
Meriones,,,,Human,Male,,,,,,,Galactic RepublicRepublic Navy,,
Tem Merkon,Phaeda,,"11 ABY, Phaeda",Human,Male,,,Brown,Blue,,,New RepublicGalactic Empire,,
Merkus,,,,Humans[1],Male[1],,,Black[1],Brown[1],Dark[1],,,,
Merl,Centares,,"0 ABY, Centares",Human,Male,,,Brown,Brown,,,Merl's,,
Meropta,,,,Human,Male,,,,,,,,,
Merra,Akiva[1],,,Human[1],Female[1],,,Golden[1],,Bronze[1],,,,
Merrejk,,,,Human[1],Male[1],,,Brown[1],Bluish[1],Light[1],,Galactic Empire[1],,
Vylanthar Merric,,,,Human,,,,,,,,Galactic EmpireAlliance to Restore the Republic,,
Ace Merrick,,,"3 ABY,[1] Belt of Arah[2]",Human[2],Male[2],,,,,Light[2],,Alliance to Restore the Republic[2],,
Antoc Merrick,Virujansi[1],"46 BBY, Virujansi[1]","0 BBY, Scarif[2]",Human[2],Male[2],1.82 meters[1] (6ft)[3],,"Blondish-brown, also graying[2]",Blue[2],Fair[2],,Virujansi Rarified Air Cavalry[1]Alliance to Restore the Republic[2]Rebel Alliance Starfighter Command[1]Blue Squadron[2],,
Shyla Merricope,Corellia,,,Human,Female,,,,,,,,,
Merrik,,,"0 ABY, M'haeli",Human,Male,,,Light brown,Brown,,,Alliance to Restore the Republic,,
Tal Merrik,Kalevala[1],,"21 BBY,[2] aboard the Coronet[3]",Human[4],Male[4],1.85 meters[1],,Brown[4],Green[4],Light[4],,Galactic Republic[4]New Mandalorians[4]Council of Neutral Systems[4]Death Watch[3]Confederacy of Independent Systems[3],,
Bislav Merril,Vorzyd V[1],,,Human[2],Male[2],1.83 meters[3],79 kilograms[3],Gray[2],,,,Confederacy of Independent Systems[1]Bespin Wing Guard[2],,
Lawra Mers,,,,Human,Female,1.7 meters,,,,,,Alliance to Restore the Republic,,
Dina Mertz,,,,Human,Female,,,,,,,Organization,,
Kavel Mesa,,,,Human[1],Male[1],,,Black[1],,,,Alliance to Restore the Republic[1],,
Mesan  (Human),,,,Human[1],Male[1],,,,Green[1],Tan[1],,,,
Barid Mesoriaam,Corellia,,,Human,Male,,,,,,,Corellian ResistanceAlliance to Restore the RepublicAlliance Intelligence,,
Narra Mesyne,,,,Human[1],Female[1],,,,,,,Galactic Empire[1]Sector Rangers[1],,
Meta,,,,Human[1],Female[1],,,,,Light[1],,Resistance[1],,
Caline Metara,Alderaan,,2 ABY,Human,Female,,,Dark brown,,Pale,,House of Metara,,
Gerane Metara,Alderaan,,,Human,Female,,,,,,,House of Metara,,
Stavin Metara,Alderaan,,,Human,Male,,,,,,,House of Metara,,
Androclus Methodius,,,,Human[1],Male[1],,,Black[1],Blue[1],Dark[1],,Galactic Republic[1],,
Tash Metonae,Alderaan[1],,,,Female[1],,,,,,,Galactic Republic[1]Galactic Senate[1],,
Mettic,,,,Human[1],Male[1],,,Brown[1],Brown[1],Fair[1],,Galactic Empire[1]Imperial Officer Corps[1],,
Mezdec,Typha-Dor,,,Human,Male,,,,,,,,,
Mezlo,Oru[1],,,Human (Oruan)[1],Male[1],,,Gray[1],Dark[1],Light[1],,Oru resistance[1],,
MG-26,,,,Human[1],Male[2],,,,,,,Galactic Empire[2]Stormtrooper Corps[2],,
Mhar'li,,,,Human[1],Female[1],,,Dark[1],,Dark[1],,,,
Mi,Orocco,,,Human,Female,,,Gold,Blue,Tan,,,,
Mianda,,,,Human[1][2],Male[1][2],,,Black[1][2],Brown[1][2],Fair[1][2],,Galactic Empire[1][2]Scythe Squadron[2],,
Mic,,,,Human[1],,,,,,,,Galactic Empire[2]Task Force 99[2],,
Micae,Melida/Daan,,"c. 52 BBY,[1] Melida/Daan",Human (Daan),Male,,,,,,,Daan,,
Mical,,3976 BBY[1],,Human[2],Male[2],,,Blond[2],Blue[2],Light[2],,Jedi Order[2]Galactic Republic[2]Lost Jedi[2],Meetra Surik (Informal Jedi Master)[2],
Jener Mich,Endor[1],,,Human[1],Male[1],,,Brown[1],Brown[1],,,,,
Michael  (Darkside),,,,Human,Male,,,,,,,The Cell,,
Michael  (Naboo),Naboo[1],,,Human[1],Male[1],,,,Blue[2],Fair[1],,Royal Naboo Security Forces[1]Theed Hangar[1],,
Michyl,,,,Human,Female,,,Brown,Green,Light,,Galactic Republic,,
Diran Miciluz,Ktilac Regions[1],,,Human[1],Male[1],,,,,,,Hydrospeare Corporation[1],,
Ichi-Tan Micoda,,,"22 BBY, Geonosis[1]",Human,Male,,,Brown,,Light,,Jedi Order[1]Galactic Republic[1],,
Dayvid Midanyl,Corellia,,,Human,Male,,,,,,,New Republic,,
Peter Midanyl,Corellia,,,Human,Male,,,,,,,New Republic,,
Sena Leikvold Midanyl,Corellia[1],"47 BBY, Corellia[1]",,Human[1],Female[1],1.7 meters[1],,Black,Violet,,,Galactic RepublicAlliance to Restore the RepublicGarm Bel Iblis's movementNew Republic,,
Midge,Chandrila[1],,,Human[2],Male[1],,,,,Fair[2],,Alliance to Restore the Republic[2],,
Midget,Kabaira,,,Human,Female,,,,,,,Alliance to Restore the Republic,,
